keyword;deepl;google;deepl==google;Annotation
zingaro;gypsy;gypsy;TRUE;0
deportato;deported;deported;TRUE;1
fuggito;escaped;fled;FALSE;1
immigratoria;immigrant;immigration;FALSE;1
emigra;emigrate;emigrates;FALSE;1
sottopagata;underpaid;underpaid;TRUE;0
rifiugiato;refused;refused;TRUE;0
extracomunitarie;non-EU;non-EU citizens;FALSE;0
operaio;worker;worker;TRUE;0
asilo;asylum;asylum;TRUE;1
mussulmana;Muslim;Muslim;TRUE;0
kossovaro;kossovaro;Kosovar;FALSE;0
controfuga;counterfuge;counter-flight;FALSE;0
immigratorie;immigration;immigration;TRUE;1
Profughi;Refugees;Refugees;TRUE;1
profughi.;refugees;refugees.;FALSE;0
deportata;deported;deported;TRUE;1
extracomunitario;non-EU;non-EU citizen;FALSE;0
ex-prigioniero;ex-prisoner;ex-prisoner;TRUE;0
circassa;circassa;Circassian;FALSE;0
emigrante;emigrant;emigrant;TRUE;1
profugo;refugee;refugee;TRUE;1
Migrante;Migrant;Migrant;TRUE;1
immigrazione;immigration;immigration;TRUE;1
limmigrazione;limmigration;immigration;FALSE;1
esule;exile;exile;TRUE;0
vedova;widow;widow;TRUE;0
terrorista;terrorist;terrorist;TRUE;0
lavoratrice;worker;worker;TRUE;0
madre;mother;mother;TRUE;0
Extracomunitario;Non-EU;Non-EU citizen;FALSE;0
musulmano;Muslim;Mussulman;FALSE;0
Immigrati;Immigrant;Immigrants;FALSE;1
fuggiasca;fugitive;fugitive;TRUE;0
dellimmigrazione;immigration;of immigration;FALSE;1
immigrante;immigrant;immigrant;TRUE;1
disertore;defector;deserter;FALSE;0
profughi;refugee;refugees;FALSE;1
straniera;foreigner;foreign;FALSE;1
figlia;daughter;daughter;TRUE;0
Rifugiato;Refugee;Refugee;TRUE;1
emigrate;emigrant;emigrate;FALSE;1
straniero;foreigner;foreign;FALSE;1
romena;romena;Romanian;FALSE;0
emigrati;emigrant;emigrants;FALSE;1
espatriata;expatriate;expatriate;TRUE;1
extracomunitaria;non-EU;non-EU;TRUE;0
fuggiasco;fugitive;fugitive;TRUE;0
carcerato;prisoner;inmate;FALSE;0
fuggita;escaped;fled;FALSE;1
scafista;smuggler;smuggler;TRUE;0
extracomunitari;extracommunitarian;non-EU citizens;FALSE;0
disoccupata;unemployed;unemployed;TRUE;0
Immigrato;Immigrant;Immigrant;TRUE;1
emigrazione;emigration;emigration;TRUE;1
migranti;migrants;migrants;TRUE;1
bambina;girl;girl;TRUE;0
Immigrata;Immigrant;Immigrant;TRUE;1
maghrebino;maghrebino;Maghrebi;FALSE;0
ragaza;girl;girl;TRUE;0
immigrare;immigrant;immigrate;FALSE;1
immigrata;immigrant;immigrant;TRUE;1
rifugiata;refugee;refugee;TRUE;1
sfolla;displaced;it displaces;FALSE;1
gitana;gypsy;gypsy;TRUE;0
italo-americano;Italian-American;Italian-American;TRUE;0
idrofuga;refugee;hydrophobic;FALSE;0
profugato;refugee;refugee;TRUE;1
scolarizzata;schooled;schooled;TRUE;0
rifugiati;refugee;refugees;FALSE;1
ragazza;girl;lass;FALSE;0
sfollati;displaced;displaced;TRUE;1
ebreo;jew;Jew;FALSE;0
immigrant;immigrant;immigrant;TRUE;1
extra-comunitario;extra-community;extra-community;TRUE;0
violentatore;rapist;rapist;TRUE;0
apolide;stateless person;stateless person;TRUE;1
Ebrea;Jew;Jewish;FALSE;0
lavoratore;worker;worker;TRUE;0
forestiero;foreigner;stranger;FALSE;1
magrebina;maghrebina;Maghrebi;FALSE;0
profuga;refugee;refugee;TRUE;1
