keyword,deepl,google,deepl==google,Annotation
pagulaslastele,for refugees,refugees,FALSE,1
Põgenikeprobleem,Refugee problem,The refugee problem,FALSE,1
põgeniketulv,refugee influx,refugee flooding,FALSE,1
uusasukad,new arrivals,settlers,FALSE,1
põgenikule,for refugees,to the refugee,FALSE,1
põgenikevool,refugee influx,refugee flow,FALSE,1
pagulasorganisatsioon,refugee organisation,refugee organization,FALSE,
pagulaste,refugee,refugees,FALSE,
pagulasteema,refugee issue,refugee theme,FALSE,
pagulaskuningas,refugee king,the king of refugees,FALSE,
pagulaslaste,refugee,refugees,FALSE,
Uusasunikud,New Settlers,New settlers,FALSE,
pagulastest,about refugees,refugees,FALSE,
uusasunike,new settlers,new settlers,TRUE,
uusasunikud,new settlers,new settlers,TRUE,
sõjapõgeniku,war refugee,war refugee,TRUE,
migrant,migrant,migrant,TRUE,
põgeniklapsi,refugee children,refugee children,TRUE,
põgenikke,refugees,refugees,TRUE,
pagulaskirjanik,refugee writer,refugee writer,TRUE,
põgenikelt,from refugees,refugees,FALSE,
põgenikekriisi,refugee crisis,refugee crisis,TRUE,
põgenik-eestlasi,refugee Estonians,Estonian refugees,FALSE,
seksoloog,sexologist,sexologist,TRUE,
uusasula,new settlement,new settlement,TRUE,
põgenikuna,as a refugee,as a refugee,TRUE,
pagulasprogramm,refugee programme,refugee program,FALSE,
uusasunikest,new settlers,new settlers,TRUE,
põgeniklaste,refugee,refugees,FALSE,
uusasundusi,new settlements,new settlements,TRUE,
uusasumid,new settlements,new settlements,TRUE,
nounik,nounik,nounik,TRUE,
pagulaskvoot,refugee quota,refugee quota,TRUE,
pagulasperes,refugee lawsuit,refugee family,FALSE,
rohumaa-agronoom,grassland-agronom,grassland agronomist,FALSE,
põgenikeprobleemi,refugee problem,the refugee problem,FALSE,
põgenikeagentuur,refugee agency,refugee agency,TRUE,
linnalihunik,urban refugee,butcher,FALSE,
põgenikku,refugee,refugee,TRUE,
uusasukatest,new arrivals,settlers,FALSE,
põgenikepoliitika,refugee policy,refugee policy,TRUE,
põgenikekriis,refugee crisis,refugee crisis,TRUE,
uusasunikule,for new settlers,to a new settler,FALSE,
põgenikest,about refugees,refugees,FALSE,
pagulasena,as a refugee,refugees,FALSE,
põgenikekriisis,refugee crisis,refugee crisis,TRUE,
pagulus,pagulus,refugees,FALSE,
põgeniklapsed,refugee children,refugee children,TRUE,
linnelanik,urban dweller,city dweller,FALSE,
põgenikele,for refugees,refugees,FALSE,
pagulaspaanika,refugee panic,refugee panic,TRUE,
krookuspruunik,crocus brown,crocus brown,TRUE,
pagulasvalitsus,refugee government,refugee government,TRUE,
põgenike,refugees,refugees,TRUE,
kiriahven,cherryfish,perch,FALSE,
pagulasest,about refugees,refugee,FALSE,
põgeniku,refugee,refugee,TRUE,
uusasumis,in new housing,in a new home,FALSE,
sõjapõgenikku,war refugee,war refugee,TRUE,
pagulasnaine,refugee woman,refugee woman,TRUE,
merezooloog,marine zoologist,merezoolog,FALSE,
pagulasperet,refugee family,refugee family,TRUE,
pagulasamet,refugee agency,refugee office,FALSE,
pagulaskriis,refugee crisis,refugee crisis,TRUE,
uusasukaga,newcomer,with a new settler,FALSE,
Õnnepagulane,The Honeymooner,A happy refugee,FALSE,
pagulasküsimus,refugee issue,the refugee issue,FALSE,
