keyword,deepl,google,deepl==google,Annotation
flygtningedrenge,refugee boys,refugee boys,TRUE,1
immigrationsmyndighederne,immigration authorities,immigration authorities,TRUE,1
flygtningebaggrund,refugee background,refugee background,TRUE,1
emigrant-,emigrant-,emigrant-,TRUE,0
indvandrer-baggrund,immigrant-background,immigrant background,FALSE,1
immigrations,immigration,immigrations,FALSE,1
indvandrerspørgsmålet,immigration issue,the issue of immigrants,FALSE,1
indvandrerghettoer,immigrant ghettos,immigrant ghettos,TRUE,1
indvandrertætte,immigrant dense,immigrant-dense,FALSE,1
FN-flygtninge,UN refugees,UN refugees,TRUE,1
flygtningepige,refugee girl,refugee girl,TRUE,1
immigrantlitteratur,immigrantliterature,immigrant literature,FALSE,1
indvandrerfamilie,immigrant family,immigrant family,TRUE,1
indvandrergrupper,immigrant groups,immigrant groups,TRUE,1
immigranten,immigrant,immigrants,FALSE,1
indvandrerlande,immigrant countries,immigrant countries,TRUE,1
flygtningeog,refugeesand,refugees and,FALSE,0
immigrantbaggrund,immigrant background,immigrant background,TRUE,1
indvandrermus,immigrant mouse,immigrant mouse,TRUE,0
immigrantarbejdere,immigrant workers,immigrant workers,TRUE,1
krigsflygtninge,war refugees,war refugees,TRUE,1
indvandrene,immigrants,the immigrants,FALSE,1
immigrationsmyndigheder,immigration authorities,immigration authorities,TRUE,1
indvandre,immigrants,immigrate,FALSE,1
flygtningehjælp,refugee aid,refugee assistance,FALSE,1
emmigranter,immigrants,emigrants,FALSE,1
flygtninge,refugees,refugees,TRUE,1
flygtningslejre,refugee camps,refugee camps,TRUE,1
indvandrerfamilier,immigrant families,immigrant families,TRUE,1
imigranter,immigrants,immigrants,TRUE,1
emigranters,emigrants,emigrants,TRUE,1
krigsflygtning,war refugee,war refugee,TRUE,1
flygtninglejr,refugee camp,refugee camp,TRUE,1
immigrantkulturer,immigrant cultures,immigrant cultures,TRUE,1
flygtningepas,refugee passport,refugee passport,TRUE,1
flygtninge.-,refugees.,refugees.-,FALSE,0
indvandrerne,immigrants,the immigrants,FALSE,1
flygtningefamilie,refugee family,refugee family,TRUE,1
udvandrer,emigrant,emigrant,TRUE,1
asylsøgende,asylum seeker,asylum seekers,FALSE,1
indvandrergruppe,immigrant group,immigrant group,TRUE,1
emigranterne,emigrants,the emigrants,FALSE,1
immigrationskontoret,immigration office,immigration office,TRUE,1
immigrantgrupper,immigrant groups,immigrant groups,TRUE,1
migrant,migrant,migrant,TRUE,1
flygtningebarn,refugee children,refugee children,TRUE,1
andengenerations-indvandrer,second-generation immigrant,second-generation immigrant,TRUE,1
flygtningegruppe,refugee group,refugee group,TRUE,1
indvandrermiljøet,immigrant community,the immigrant community,FALSE,1
generationsindvandrer,generational immigrant,generational immigrant,TRUE,1
immigranters,immigrants,immigrants,TRUE,1
asylansøgeren,asylum seeker,the asylum seeker,FALSE,1
indvandrers,immigrant,immigrants,FALSE,1
emmigrant,immigrant,emigrant,FALSE,1
gademigranter,street migrants,street migrants,TRUE,1
indvandrebaggrund,immigrant background,immigrant background,TRUE,1
indvandrerforældre,immigrant parents,immigrant parents,TRUE,1
immigrantstation,immigrant station,immigrant station,TRUE,1
emigrantfamilie,emigrant family,emigrant family,TRUE,1
indvandrerpiger,immigrant girls,immigrant girls,TRUE,1
nyindvandrede,new immigrants,new immigrants,TRUE,1
emigranten,emigrant,emigrants,FALSE,1
indvandrernes,immigrants,of immigrants,FALSE,1
Immigranten,Immigrants,Immigrants,TRUE,1
indvandrerghetto,immigrant ghetto,immigrant ghetto,TRUE,1
indvandreren,the immigrant,the immigrant,TRUE,1
indvandrerdebat,immigrant debate,immigration debate,FALSE,1
asyl.-,asylum.,asylum.-,FALSE,0
indvandrerdigter,immigrant digger,immigrant poets,FALSE,1
immigration,immigration,immigration,TRUE,1
flygtningene,refugees,the refugees,FALSE,1
indvandrerpige,immigrant girl,immigrant girl,TRUE,1
genindvandrede,re-immigrants,re-immigrated,FALSE,1
imigrant,imigrant,immigrant,FALSE,1
Migrant,migrant,Migrant,FALSE,1
immigrantmiljøer,immigrant communities,immigrant communities,TRUE,1
flygtningebørn,refugee children,refugee children,TRUE,1
immigrantnatur,immigrant nature,immigrantnatur,FALSE,1
fattigdomsflygtninge,poverty refugees,poverty refugees,TRUE,1
flygtnings,refugee,refugee,TRUE,1
indvandrerby,immigrant village,immigrant town,FALSE,1
indvandere,immigrants,immigrants,TRUE,1
indvandredrenge,immigrant boys,immigrant boys,TRUE,1
flygtninglejre,refugee camps,refugee camps,TRUE,1
indvandrerunge,immigrant boys,immigrant children,FALSE,1
indvandrervenner,immigrant friends,immigrant friends,TRUE,1
Flygtningene,Refugees,The refugees,FALSE,1
indvandrekvinder,immigrant women,immigrant women,TRUE,1
asylsøger,asylum seekers,asylum seeker,FALSE,1
indvandrer-,immigrant-,immigrant-,TRUE,0
emigrants,emigrants,emigrants,TRUE,1
flygtningegrupper,refugee groups,refugee groups,TRUE,1
immigranter,immigrants,immigrants,TRUE,1
Immigrant,Immigrant,Immigrant,TRUE,1
indvandrerkvinde,immigrant woman,immigrant woman,TRUE,1
Emigrant,Emigrant,Emigrant,TRUE,1
konventionsflygtninge,Convention refugees,convention refugees,FALSE,1
asylansøger,asylum seeker,asylum seeker,TRUE,1
flygtningelande,refugee country,refugee countries,FALSE,1
flygtningestatus,refugee status,refugee status,TRUE,1
indvandrergrupperne,immigrant groups,immigrant groups,TRUE,1
immigrantbefolkningen,immigrant population,the immigrant population,FALSE,1
indvan-,immigration,indvan-,FALSE,0
immigranternes,immigrants,immigrants,TRUE,1
immigrantsamfund,immigrant communities,immigrant community,FALSE,1
immigrerende,immigrants,immigrant,FALSE,1
