keyword,deepl,google,deepl==google,Annotation
refugiau,refugee,refuge,FALSE,1
refugiatei,refugee,refugees,FALSE,1
fuga.,flight.,escape.,FALSE,0
Mama-imigrantă,Mother-immigrant,Immigrant mother,FALSE,0
azilat,asylum,asylum,TRUE,1
Imigranta,Immigrant,Immigrant,TRUE,1
fugareste,runaway,chasing,FALSE,0
fiorosul,the proud,ferocious,FALSE,0
imigrant.,immigrant.,immigrant.,TRUE,1
interlopul,the interloper,underworld,FALSE,0
retras,retired,retired,TRUE,0
autoexilat,self-exiled,exile,FALSE,0
emigrantului,the immigrant,emigrant,FALSE,1
imigrantul,the immigrant,immigrant,FALSE,1
imigrantii,immigrants,immigrants,TRUE,1
emigrante,emigrant,immigrants,FALSE,1
émigrants,emigrants,emigrants,TRUE,1
refugiatului,refugee,refugee,TRUE,1
fugit,fugitive,FLED,FALSE,0
adăpostit,sheltered,sheltered,TRUE,0
imigrante,immigrant,IMMIGRANT,FALSE,1
Shugar,Shugar,Shugar,TRUE,0
migrant,migrant,migrant,TRUE,1
imigranţii,immigrants,immigrants,TRUE,1
exiliat,exiled,exiled,TRUE,0
migrantului,migrant,migrants,FALSE,1
imigranţiDocument,immigrantsDocument,immigrantsDocument,TRUE,0
reîntors,returned,returned,TRUE,1
Imigranti,Immigrants,Immigrants,TRUE,1
părăsit,left,leave,FALSE,0
refugiară,refugee,took refuge,FALSE,1
fugară,fugitive,fugitive,TRUE,0
bandit,bandit,bandit,TRUE,0
refugie,refugee,refuge,FALSE,1
infractor,criminal,felon,FALSE,0
Mafiotul,mobster,Mafioso,FALSE,0
deportat,deported,deported,TRUE,1
strămutat,displaced,translated,FALSE,0
evacuat,evicted,evacuate,FALSE,0
imigranți,immigrants,immigrants,TRUE,1
chipeşul,handsome,handsome,TRUE,0
refugieze,refuge,refuge,TRUE,1
Imigrantului,Immigrant,immigrant,FALSE,1
fugarit,fugitive,chased,FALSE,0
zănatec,zany,zănatec,FALSE,0
migranti,migrants,migrate,FALSE,1
fugă,runaway,flight,FALSE,0
hoinarul,wanderer,wanderer,TRUE,0
plecat,gone,gone,TRUE,0
autoexilându-se,self-exiling,autoexilându the,FALSE,0
Imigrantul,The immigrant,immigrant,FALSE,1
imigranţilor,immigrant,immigrants,FALSE,1
Migrant,Migrant,Migrant,TRUE,1
imigrant,immigrant,immigrant,TRUE,1
imigrantului,immigrant,immigrant,TRUE,1
emigrat,migrant,immigrated,FALSE,1
hoinar,wanderer,wanderer,TRUE,0
refugiase,refugee,refuge,FALSE,1
întors,returned,returned,TRUE,1
fugarite,runaway,chased,FALSE,0
imigran,immigran,immigrants,FALSE,1
Fugar,Fugar,Fugitive,FALSE,0
refugiaþi,refugees,refugees,TRUE,1
fugarei,fugarei,I would run away,FALSE,0
refugiază,refugee,refuge,FALSE,1
emigrants,emigrants,emigrants,TRUE,1
Immigrant,Immigrant,Immigrant,TRUE,1
emigrantă,emigrant,immigrant,FALSE,1
urmărit,tracked,followed,FALSE,0
fugari,fugitives,fugitives,TRUE,0
immigrant,immigrant,immigrant,TRUE,1
fuge,fleeing,flees,FALSE,0
emigrantul,immigrant,immigrant,TRUE,1
imigrantă,immigrant,immigrants,FALSE,1
migrantă,migrant,migrant,TRUE,1
Emigrant,Emigrant,Emigrant,TRUE,1
fugarului,runaway,fugitive,FALSE,0
azilant,asylum seeker,asylum seeker,TRUE,1
emigrantul.it,emigrant.it,emigrantul.it,FALSE,0
imigrantilor,immigrant,immigrants,FALSE,1
imigraţionist,immigrant,the immigration,FALSE,1
refugiatii,refugees,refugees,TRUE,1
adăpostindu-se,sheltering,shelter in,FALSE,0
refugiindu-se,sheltering,retreating,FALSE,0
trădător,traitor,traitor,TRUE,0
fugarii,fugitives,fugitives,TRUE,0
